5.325023699	2.971181449
5.481749513	3.889535824
5.59733335	4.347834927
5.169464638	4.411823009
4.861291017	4.069651483
4.629016005	3.687824109
4.693481727	3.370152287
1.913041065	2.819153766
3.63750505	4.089640815
3.136710496	4.405050451
3.929670909	2.981255068
2.989794858	3.524617547
4.069657106	3.184396355
3.863411868	2.449908008
3.235441774	2.136572565
3.586823278	1.479597071
3.350286143	0.931642016
3.036011261	0.892936668
3.183585063	0.635355126
3.006875374	0.28537197
3.504066951	0.475974098
3.747417657	0.291637264
4.082518221	0.530051611
4.268672018	-0.608984253
4.736688322	-1.277035138
4.801915606	-1.291549547
4.732699445	0.046547711
5.096224521	0.184954826
5.671866838	-0.660838411
5.768953506	-0.990561976
5.965009126	-0.968168983
6.187003937	-1.095515621
6.348978987	-1.145350962
5.879651001	0.068602572
5.972363216	-0.423810803
6.106400666	-0.728570933
6.181000971	-0.205176851
7.338519189	-0.392342616
5.394200568	0.70768086
5.707013456	0.575566252
5.741451183	1.304197227
5.953013148	1.530754507
6.030405121	2.076183197
6.111865453	1.708243635
6.238372772	1.958000318
6.465299668	1.734083114
6.285237603	2.198805442
6.335851957	2.360372035
6.241806531	2.715694785
2.748865675	1.411114234
2.338271939	1.62725932
2.002784251	1.380123979
1.774674413	1.177258098
2.362256984	0.612378149
2.833744506	0.210804198
2.374794792	0.083221148
2.043920427	-0.330991514
2.655326683	-0.186779057
2.894803561	0.604187503
2.568282285	-0.885357125
1.385047189	0.886107417
1.462193059	1.516065988
2.582491041	1.839734714
1.897574924	2.238742786
1.92494118	2.399624654
2.382574796	2.203218251
3.485034698	3.311764367
4.211983172	3.288245083
4.489707991	3.823091983
3.304498709	2.577951609
3.412283726	2.993528394
4.131149677	-0.606443309
6.778356767	0.830700216
4.303949003	2.231548496
4.8916148	2.489996607
5.50285223	1.914232581
5.550463391	1.94607527
5.498753299	1.201209618
6.242953043	1.509384993
6.141291533	0.954496762
6.082056758	2.061352426
5.923845073	2.148253837
4.720643898	3.502688024
4.703500166	3.703903654
4.58426648	3.775779483
3.471111109	3.866490826
3.422417273	4.281172234
3.408649267	3.535069737
2.856931158	3.717129174
2.805245188	2.645925154
2.681640256	2.295421625
2.636450738	2.767706084
3.434321639	1.385718824
3.631142074	0.886102341
4.108705563	0.103473091
4.421579035	0.320094216
4.251333771	0.59798058
4.736928091	0.269599409
4.980963139	0.411592848
4.417419101	-0.111469309
5.940828497	0.856079408
5.906212699	1.062245811
6.282521902	2.665667043
6.018867241	2.940123809
6.041446634	3.156055862
5.108359228	3.928420798
4.70280264	3.326842363
2.539431547	4.004065279
2.743605713	4.499131044
1.981150609	1.964302976
3.441121718	-0.34047213
3.786562669	-0.215996792
4.525283167	-0.494721694
2.45136469	0.647073489
3.416867861	0.287126148
3.652647183	0.661276622
3.929938604	0.748097222
3.998277745	0.876137058
4.217105706	0.320249334
4.174705133	0.1523789
5.13033814	0.398597112
5.060577522	0.866433006
5.364020704	1.106554879
5.660588816	1.093880522
6.144495456	3.290529962
4.89011562	2.510733999
5.344247018	1.812159109
5.377587271	1.520699261
5.706855105	0.84364249
4.359257251	0.646242414
4.223605323	0.501141782
4.19127371	0.45974382
4.19127371	0.45974382
3.855085097	1.214912891
3.723129177	1.110948071
3.312335177	1.754513027
3.446252169	1.868766765
3.54435808	2.097772342
3.744384439	1.690653232
3.653072245	1.613781444
2.96135079	1.673203496
2.925135477	1.163193465
2.748448917	1.251995025
2.486787638	1.463332908
2.830853812	1.854918802
2.238911365	1.732354939
1.919839873	2.183665602
2.741000715	1.617749839
1.739991632	2.16969447

